sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	A3	A3ac	A3ah	A3q	22426_A	A3n	36535_A	B1dk	B5	37609_B	2764853_B	788202_B	2764854_B	2764855_B	B2	51947_B	43578_B	2764857_B	2764856_B	B19	2764858_B	43335_B	2764859_B	2764861_B	2764860_B	1160612_B	1403659_B	50408_B	2764863_B	2764862_B	2764866_B	2764865_B	2764864_B	43518_B	B1	C1	C1c	C1na	C1b	C1al	C72k	11549_C	C1w	C3ju	C3	C15	428560_C	C1jx	C1bc	C42au	C42.2	C3ew	25718_C	21069_C	C3sa	C1t	C1ge	C1hq	C1my	281_C	C1ij	C1cu	C1l	C1bh	C1km	C1br	8196_C	C15bg	21062_C	5429_C	C3lk	C93b	C1ch	C1j	21059_C	17032_C	11574_C	21053_C	3630_C	21085_C	C1do	C15i	37251_C	C93a	13926_C	1327181_C	C1fh	6394_C	13074_C	21064_C	C42ca	8526_C	8380_C	42305_C	378934_C	284_C	21508_C	21042_C	21982_C	C1en	C1ai	C1.5	7802_C	5725_C	D1	D4	E1c	2764867_E	2764869_E	2764870_E	2764868_E	1468422_E
151869	B6	B6_R1_RT_ITS.fastq.gz	43ec112daff409e472b06d8c6579a9651992b779c8745656e07eecf2409c54d5	B6_R2_RT_ITS.fastq.gz	b383e9c4acf97d23b194590475e8ffd8bac7d9639f5a0ffa4fd79efaa1c61288	722	20220725T155812_cbove	7681	4491	238	4491	238	0	0	0	0	4169	21	0	0	160	0	0	0	0	0	0	coral_field	Cnidaria	Hexacorallia	Scleractinia	Siderastreidae	Siderastrea	siderea	16.18954000	88.57267000	20141122	3-5	46	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2696	427	199	153	86	68	85	48	59	40	0	32	29	19	0	46	18	0	0	0	0	17	0	0	17	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151878	C10	C10_R1_RT_ITS.fastq.gz	61a4789c79b2e6657b2c0204bf72b6f311ff600a26737b56004e53830990232a	C10_R2_RT_ITS.fastq.gz	8fc6772ab8b123194fbe748ef133e35843208c491a6fcc526b0ef7bc87c51eef	722	20220725T155812_cbove	8436	5025	297	5025	297	0	0	0	0	4707	27	0	0	145	0	0	0	0	0	0	coral_field	Cnidaria	Hexacorallia	Scleractinia	Siderastreidae	Siderastrea	siderea	16.11747000	88.25727000	20141122	3-5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3070	520	190	143	81	64	61	56	43	66	0	34	34	29	24	27	23	0	31	30	22	20	36	25	0	0	0	0	0	0	0	0	0	19	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151872	E6	E6_R1_RT_ITS.fastq.gz	a14364c85cdde10e34f4a2ce10da1a4d66c54d8c10b5436274e8f556e5f93f19	E6_R2_RT_ITS.fastq.gz	4361a611ada4d923e2bda4630335626904baf7095bd76b83eb1b34ec937e7c0a	722	20220725T155812_cbove	8662	5428	299	5428	299	0	0	0	0	5136	23	0	0	196	0	0	0	0	0	0	coral_field	Cnidaria	Hexacorallia	Scleractinia	Siderastreidae	Siderastrea	siderea	16.18954000	88.57267000	20141122	3-5	98	10	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3268	645	245	121	99	97	98	53	51	45	0	36	41	35	0	25	27	40	22	25	0	0	0	0	0	0	24	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151871	D6	D6_R1_RT_ITS.fastq.gz	d154598017563c063af0c716aec90c9bb14ce215d33412bfddebc7ab8fdc1cb3	D6_R2_RT_ITS.fastq.gz	3e078d82a85a53fc773d8b9e6e14524501818c12b0a46c1db83bf89fe18ce35a	722	20220725T155812_cbove	8142	5024	257	5024	257	0	0	0	0	4680	27	0	0	180	0	0	0	0	0	0	coral_field	Cnidaria	Hexacorallia	Scleractinia	Siderastreidae	Siderastrea	siderea	16.11747000	88.25727000	20141122	3-5	43	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2949	468	257	128	94	89	77	49	53	51	0	32	38	26	27	38	26	27	0	27	26	0	36	0	0	0	24	19	0	27	0	0	0	23	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151875	H6	H6_R1_RT_ITS.fastq.gz	de7d0902f44fac3ce26fa96b3c3e02ce9fd24695346e094dea23b40f03206f3a	H6_R2_RT_ITS.fastq.gz	8d89e0c7ac8e137aa68aac741730a73d34bc339c26de00bdd0698874e089bf28	722	20220725T155812_cbove	3723	1761	108	1761	108	0	0	0	0	1681	29	0	0	89	0	0	0	0	0	0	coral_field	Cnidaria	Hexacorallia	Scleractinia	Siderastreidae	Siderastrea	siderea	16.12538000	88.26836000	20141122	3-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1025	175	90	44	43	34	20	24	25	14	0	19	13	12	10	8	7	8	10	10	10	0	12	7	0	0	11	0	0	10	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
151888	H11	H11_R1_RT_ITS.fastq.gz	fa284c73c69ebe4c9e7a26f0c79a2e2bc9913ea5070f788b5f33c0e8a7954ca5	H11_R2_RT_ITS.fastq.gz	4c9b26f363fb152000e55ac39e5fed0e8fcf11815899beb02121cdd46c93b84e	722	20220725T155812_cbove	3074	1423	102	1423	102	0	0	0	0	1382	42	0	0	116	0	0	0	0	0	0	coral_field	Cnidaria	Hexacorallia	Scleractinia	Siderastreidae	Siderastrea	siderea	16.18954000	88.57267000	20141122	3-5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792	107	69	36	29	23	13	20	14	15	26	14	7	11	11	13	0	6	6	0	0	5	8	7	5	0	0	0	17	0	8	5	0	0	8	0	0	0	0	5	0	7	6	0	5	7	0	0	0	0	0	6	6	0	0	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
151884	D11	D11_R1_RT_ITS.fastq.gz	bab74e625399f3e6a4688d52e7a6da268b249880eb915d816f17348623827888	D11_R2_RT_ITS.fastq.gz	96140b33f7d6b4fb6bd781b049ae5c8bb42bfcd0c60083f722a1ea0942f5eb46	722	20220725T155812_cbove	10197	4945	371	4945	371	0	0	0	0	4558	31	10	0	112	0	12	0	0	0	0	coral_field	Cnidaria	Hexacorallia	Scleractinia	Siderastreidae	Siderastrea	siderea	16.12538000	88.26836000	20141122	3-5	178	15	7	6	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2350	400	138	112	65	72	44	57	37	44	706	29	21	28	30	0	18	0	19	0	0	0	0	0	0	0	0	20	0	0	0	0	35	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	56	5	7	0	0	0
151885	E11	E11_R1_RT_ITS.fastq.gz	433a69135968ad2a1acdd6ac66dc318a0556683fa5695821c998fac5a860b965	E11_R2_RT_ITS.fastq.gz	a07ee79fc2a28e09d230d445149028184d51dfa47dd5b523fe52ae1e31e399fd	722	20220725T155812_cbove	9255	4683	318	4683	318	0	0	0	0	4436	34	0	0	153	0	19	0	0	0	0	coral_field	Cnidaria	Hexacorallia	Scleractinia	Siderastreidae	Siderastrea	siderea	16.12538000	88.26836000	20141122	3-5	170	15	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2388	434	125	118	68	60	60	34	42	40	472	31	19	29	21	0	0	19	25	0	17	0	0	0	0	0	0	20	0	0	0	0	29	0	0	0	28	0	0	0	0	0	0	0	0	0	22	0	21	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	74	7	4	0	4	4
151896	H12	H12_R1_RT_ITS.fastq.gz	9ed9004f2bca81f360551d63796eaeb75cc22cd3539ee2474b7eb45fdd11dd88	H12_R2_RT_ITS.fastq.gz	f18d13e07392bc2e6114e5c276e7ab2885c77e3b0e7ceff0fb8ad67c7fcea2b9	722	20220725T155812_cbove	5680	2921	161	2921	161	0	0	0	0	2847	63	0	563	99	0	0	0	0	0	0	coral_field	Cnidaria	Hexacorallia	Scleractinia	Siderastreidae	Siderastrea	siderea	16.11747000	88.25727000	20141122	3-5	14	0	0	0	0	0	0	800	154	71	59	57	57	48	6	32	31	25	24	0	19	17	17	16	16	12	11	8	8	8	7	7	7	6	0	764	155	53	34	16	25	16	17	19	17	9	11	12	10	11	8	8	0	5	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	7	14	0	5	8	10	7	5	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	5	5	5	5	5	0	0	0	0	0	0	0	0
seq_accession																																							22385	364589	36733	22438	22426	71106	36535	2764852	29665	37609	2764853	788202	2764854	2764855	21914	51947	43578	2764857	2764856	37844	2764858	43335	2764859	2764861	2764860	1160612	1403659	50408	2764863	2764862	2764866	2764865	2764864	43518	4946	2	308	90556	4	828	835	11549	833	834	32	517	428560	849	6839	2953	1	830	25718	21069	4134	5020	644346	99	7153	281	68852	2090	5325	831	17016	848	8196	69479	21062	5429	2700	1944	17212	15	21059	17032	11574	21053	3630	21085	16357	1947	37251	869	13926	1327181	287	6394	13074	21064	1830	8526	8380	42305	378934	284	21508	21042	21982	5726	1102	62787	7802	5725	853	854	54555	2764867	2764869	2764870	2764868	1468422
