baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
isogroup130755	2.97626258820548	-0.20990722056848	0.456863971733956	-0.459452339329386	0.645909370195797	NA
isogroup216653	2.94932053855534	0.215029063890946	0.503685094345766	0.426911707939751	0.669443637567736	NA
isogroup224701	2.9257213702675	0.466432317944278	0.45083454824087	1.03459754751332	0.300856899819428	NA
isogroup226212	2.82787222048975	0.00697287761681179	0.417829954258565	0.0166883143387484	0.98668526967119	NA
isogroup239490	2.88951973820999	-0.0419819921999229	0.496479146082609	-0.0845594271807291	0.932611655910659	NA
isogroup246490	2.7511034410884	-0.132694132039134	0.467810004157872	-0.283649624547905	0.776678903403425	NA
isogroup248033	3.02691301592836	0.713279670493997	0.455724061584292	1.56515692415786	0.1175461189459	NA
isogroup251542	2.82218858009308	-0.279600189475201	0.515135854280199	-0.542769809462957	0.587288302342995	NA
isogroup255858	2.89389980830161	0.521550364385677	0.409874758717934	1.27246275427416	0.203208749512935	NA
isogroup255942	2.98303292718737	0.523161325232843	0.504463013015661	1.03706577436749	0.299705204473073	NA
isogroup259091	2.76418071033586	0.00844936165723867	0.538157777745343	0.0157005287420317	0.98747330517457	NA
isogroup202644	2.86603131096222	-0.0962724702092078	0.448693586283064	-0.214561725757482	0.830109037322865	NA
isogroup218142	2.83169656197945	-0.825990655332712	0.481953295977752	-1.71383962351996	0.0865581840623437	NA
isogroup235300	2.83856729645345	-0.0116152882854761	0.440938299607507	-0.0263422077324995	0.978984389677924	NA
isogroup235439	2.88697484746934	0.458914933861369	0.46300123246994	0.991174324554661	0.321600465497609	NA
isogroup244119	2.85414324864368	0.225537169450467	0.415709109409691	0.542536029029365	0.587449294380495	NA
isogroup246142	3.10088487036155	0.811792221810254	0.628066606976012	1.29252568564159	0.196175156651018	NA
isogroup246957	2.91836382922581	-0.20755351281502	0.507907686271729	-0.408644165908486	0.682800813897522	NA
isogroup248993	2.95065698222458	-0.214763852751244	0.658472166666002	-0.326154792295389	0.744307243262423	NA
isogroup251810	2.90150290963234	0.511299011230074	0.445147822935223	1.148604991166	0.25071889803902	NA
isogroup252941	2.8634155846835	1.03827876348825	0.657089863334449	1.58011684767048	0.114080109707216	NA
isogroup253341	2.90749114338319	0.235055170256319	0.44506558322763	0.52813603009177	0.597404925014618	NA
isogroup258135	2.8650925936612	0.606075950493092	0.461360577874121	1.31367086734154	0.188956988828016	NA
isogroup259104	2.90362948118025	-0.463927119260797	0.44168777804121	-1.05035081866701	0.293556848566201	NA
isogroup262798	2.87846782417704	0.442358590141035	0.430591585104338	1.02732753134004	0.304266262658714	NA
isogroup263412	2.83936852012441	0.0528958498796063	0.445384456675142	0.11876447210233	0.905461956571512	NA
isogroup47743	2.8418899298424	-0.917275077929916	0.480719055693819	-1.90813130260879	0.0563742478218952	NA
isogroup225476	2.94596849232435	-0.552773056063284	0.484010991209039	-1.14206715571165	0.253426106409864	NA
isogroup232254	2.96085681953189	1.4679442970903	0.475360843453044	3.08806313626315	0.00201465663804048	NA
isogroup235947	3.00039225499792	0.0550438147809312	0.41484479013691	0.132685322534159	0.894442251142313	NA
isogroup242182	2.84439880143453	-0.0444273335217597	0.419928543803848	-0.105797365235815	0.9157431272958	NA
