,FR_FR,FR_BR,NS_FR,BR_FR,FR_NS,FR_BR,NS_FR,FR_BR,BR_NS,NS_NS,BR_BR,NS_FR,NS_FR,NS_NS,FR_FR,BR_BR,BR_NS,FR_FR,BR_FR,BR_BR,FR_BR,NS_BR,BR_BR,FR_FR,BR_FR,BR_FR,BR_NS,FR_BR,FR_BR,FR_FR,NS_BR,BR_FR,NS_BR,BR_BR,BR_FR,NS_BR,FR_FR,NS_NS,BR_BR,NS_NS,pval.Source1,padj.Source1,pval.Source2,padj.Source2,pval.Source3,padj.Source3
isogroup155014,1.9711676129496,1.82112145271874,1.92475502486476,1.26542460350372,1.75139733221751,1.63587105803232,1.90448859893673,1.53199582613097,1.42688815228944,1.45571220660033,2.05689223884031,1.41936126627986,1.80352302752499,1.68423089232274,1.38565647474578,1.78520640065861,1.71446998412923,2.0092399500668,1.72675000303229,2.12329589518051,1.27396635335164,1.53856919307637,1.75070081990817,1.71536054797473,1.35865585143841,1.71360488528792,1.62284001785178,1.65445272028829,1.36480033171507,1.41233469884119,2.4124330546123,1.90039008787924,1.46355363608697,1.92744491789962,1.86289085492051,1.6962245908607,2.14816395885321,2.0470638566144,1.79681720097895,2.02506437458342,0.344208642339785,NA,0.617385686848956,NA,0.612944616585041,NA
isogroup160043,1.83795725314134,1.7521507714886,1.92867071603811,1.42658254157771,1.22897631891859,1.987285008323,1.90834717881253,1.69329670113599,1.43050599886012,1.96672332474412,1.76433144773478,1.834819984218,1.24448775631688,1.83464080810821,1.72135470746069,2.08379125596951,1.52843030691741,2.01324126423387,1.60822977927969,1.30371352093819,1.27764133507548,1.70055668359651,2.04967579566456,1.55895039065143,1.53064017043885,1.57916385537612,2.23257521041625,1.65801495468993,2.18997867597442,1.90717814449365,1.95488911725457,1.31440250460048,1.64907664811,1.83504348521742,2.03050916295974,1.09038063094875,1.61288473251651,2.05130637540414,1.95773391434765,2.02943752753389,0.930769135668575,NA,0.7400935411819,NA,0.800098817478193,NA
isogroup166199,1.81342115302284,1.80541784084272,1.47219450979688,1.55052688134188,1.56577435316192,2.06710451769079,2.12531462099069,2.20263290999685,1.74704561343606,1.61363014687049,1.73869740832488,1.81174969797165,1.37674410538208,2.07560014595451,2.11684261187488,1.65562881796313,1.29713216486712,1.86660531019909,2.2138096800893,1.59281472542211,1.79916450814925,1.82375311176458,1.72904665997452,1.3613663334595,1.33643590182462,1.40741467283919,2.0708354028826,1.31236217022273,1.74420409762934,1.5651461616864,1.79466645891209,1.88054690642654,1.4401864858242,1.71197116717313,1.6650113721993,1.39274486281866,1.45968308192742,1.73041782373621,1.60634177210539,1.27701105468817,0.533115769741608,NA,0.877213870993289,NA,0.600711619782166,NA
isogroup172521,1.84571134170326,1.33413129197219,1.34031573312719,1.71909220912575,1.91584025392316,1.51428313664607,1.4890922870931,1.98544035334263,1.93498715071554,1.27568853543833,1.60840988829836,1.71422257756476,1.55306931214688,1.69592797897824,1.87881964752808,2.17740012107952,1.53767411515909,1.62549681876754,1.8510268651156,1.89658545467202,1.83385457923215,1.55047781041724,1.59956507026269,1.87638444692353,1.53898806226148,2.08610205475958,1.95828429527381,1.51166167015845,1.37561527832255,1.4247422701383,1.82673353258779,1.77934742886094,1.9856329174755,2.02777300198068,1.87557345125577,1.8345536657641,1.6202448978014,2.19194264449493,1.80913424131558,2.18987400156287,0.776978517098244,NA,0.265946000671424,NA,0.139658940390855,NA
isogroup176780,1.34929785771227,1.81460953600787,1.13879325474049,2.16817104822589,1.21285822897531,1.75090132789034,1.4666594944104,1.82766839181743,1.41515398550808,1.44398365484279,2.18350794364847,1.24972230677573,1.38615443856289,2.20876206590215,1.54656740904062,2.07395063571963,2.0497450856705,1.87812571433823,2.04138269583682,1.60337675228116,2.26081552817497,2.64189079759781,1.40059773624169,1.37209304963139,1.67438773562054,1.95497702917678,1.43208687248196,1.32250007521749,1.63007868911219,1.57655210715721,1.65995373481004,1.61634002444473,2.25249984457588,1.37131997493125,1.85304480504996,1.68700420460731,1.72306804942849,1.742238412108,2.22951973379988,1.28882390398996,0.426017104925567,NA,0.504017172140424,NA,0.115025199550155,NA
isogroup179362,1.18126177682437,1.67467735204852,2.05158577501564,1.83773231414051,1.58930525853096,1.76070684791097,1.63111572968018,1.97547442090208,1.23888117735241,2.11132161274473,1.4213883295506,1.567412595882,1.54326267312651,1.52832460301663,2.13870114105448,2.16881696897263,1.52585803074929,2.52193303417768,1.72797487640087,1.61460523314933,1.98214647925616,1.69821118926637,1.58867480574249,2.2579036130834,2.09725305388846,1.27059618192522,1.62422290179387,1.7999123398851,1.88045223018388,1.41356189539253,1.67118629643757,1.90186902514756,1.64659049340333,1.24997415042321,1.50279100989097,1.69747779135459,1.84714514464083,1.90619153721676,1.63032616535601,1.68879425672711,0.398488472462118,NA,0.43881026714106,NA,0.0803957042139046,NA
isogroup191711,1.19256874944916,0.886157609333983,1.50543344450771,1.58214016672774,1.91646286952236,1.64683887295948,1.91633522269033,1.701787755711,1.93562675542584,2.12251038586715,1.43290158841128,1.96234554115816,2.04373761323025,1.842941987898,1.72993948657152,1.15664068607313,1.53808995534484,2.13625264570526,1.73760468956031,1.62504339450589,1.48189375167168,1.9946055178764,1.59995508638496,1.56772727302706,1.97987054609208,1.97407796836354,1.95894400109932,1.34633130175574,1.65042759994597,1.76326308333333,1.96299718057578,2.45963830210997,1.98631542114108,2.11397397865949,1.51486257908516,1.70756447930292,2.06462751492139,1.91721559683508,1.46221485112585,1.70066062611537,0.0774075459643591,NA,0.374816104072011,NA,0.318185126951297,NA
isogroup196335,1.55629046586548,1.52856745929281,2.07569123983389,1.86103021685606,1.61530361630209,1.8989665614447,2.05396997854115,1.71592419921129,1.79622693710324,1.83286590872896,1.44787614744822,1.59087134198443,1.26617114850446,2.12168921575592,2.03315181848133,1.45118151634217,2.38795075938528,1.15343588397682,1.49821548620445,1.77929755439467,1.49732560374592,2.00865262227268,1.4399275845346,1.74201575651431,2.12176166818631,1.73832278327716,1.28096144156064,1.52595376708198,1.78707122805554,1.77782959655984,1.69590748418015,2.16555015917529,1.67338485713703,1.95013384496276,2.0546219904068,1.28104743933036,1.97656947994968,1.77923596847921,2.62448062180808,1.89055113622781,0.595522993429942,NA,0.481056089343985,NA,0.189682814158824,NA
isogroup207097,2.09646335824986,1.9524710025558,1.64410957951685,1.83343262210834,2.17644674999605,1.50040002250544,1.47415836527303,1.35936487832014,1.60023282135266,1.63276274729982,1.2279874892849,1.94804582922423,1.6742634581932,2.09268875337564,1.55391381936873,1.55246576385897,1.71086285621664,2.00645455020042,2.04524165738768,2.12064036019377,1.81803645503192,1.69357781143022,1.40867034037104,1.86150432881138,1.5237091633279,1.83929969375074,1.78670552190998,1.49657226685046,1.36145173698374,1.58385584275326,1.81211868961925,1.62308305527711,1.26560097404329,1.72714601397211,1.85949094440557,2.15698440428186,1.18554286903444,1.90149571984148,2.09686869337742,1.68373459324947,0.822944683087228,NA,0.9795617585083,NA,0.828053998432512,NA
isogroup210568,1.67054897155997,1.66104724824865,2.15377108911899,2.35555732374122,1.57011421888604,1.62034405891576,1.29572211895241,1.51433140712339,1.7518716275124,1.61823163275248,2.53104767893573,2.25514574505585,1.37992124393675,1.50945031763258,1.36693585117464,1.41225588703952,1.50501509091237,1.59763602053992,1.58960845444208,1.73839151073204,1.63289953527467,1.68010168790953,1.39350413021252,1.36514257607364,1.66756909143364,1.55939760986223,1.23244660379571,2.27408011880567,1.34755639360998,2.03028375739884,1.32834494802804,1.88549563868658,1.62707287276946,1.71587169233753,1.48212064628346,2.33978170595868,1.59424352797703,1.73516259459107,1.9373931296899,2.16196880442586,0.188641641856456,NA,0.599888726986652,NA,0.378403050708602,NA
isogroup225385,1.65934116483408,1.48757172985545,2.14334582453845,2.15141610999127,1.55836900873639,1.47683934791721,1.60232952442868,1.5028793275152,1.89552254128771,1.60622895320974,1.19961938931249,1.67716026050462,1.7784943966014,1.65631729186454,1.52804286404954,2.14600892010385,2.18671892552496,1.27153041574714,1.44831376697933,1.72770229683789,2.10232348690051,1.81759674719259,1.55774531468611,2.45489622906866,1.32835233429493,2.05166513829813,1.21992492602133,1.4711452245456,1.61366628052531,1.72228339084171,1.48507225499602,1.87491325031253,1.43213743505222,1.70636537134369,1.83353839875645,1.53265274472849,1.58411863839428,1.38258462735241,2.07331463996858,1.46879095033586,0.964974255117617,NA,0.280613081858768,NA,0.267862263017525,NA
isogroup231157,1.82035709443951,1.81074212098451,1.63336485337817,1.69483370260866,1.73692726284729,1.86269088881787,1.75838687353328,1.82289069904748,1.75429440423711,1.94823859194022,1.74591772903673,1.55262014398133,1.90910105542855,1.95427071041056,1.85317409227211,2.31707614130629,1.3051081342525,1.99649874581081,1.1712794116026,1.87236208811364,1.96615241548177,1.83072046370544,2.16515916632458,1.54058693811144,1.16243300854015,1.4140462471728,1.607695968519,1.64042694083268,1.75054120422497,2.16515264051952,1.33186321415483,1.45998135056183,1.44775803753472,1.60922723639686,1.84786894887927,1.68299829845918,1.59682760968424,1.21000502955363,1.61375511248059,1.67179399936146,0.359743606870226,NA,0.924831740154803,NA,0.26447863203517,NA
isogroup232667,1.69021887318893,1.75153703385361,1.49639044333223,1.83914002433661,1.59102085730228,1.21205716492437,1.4803966883407,2.22531475231631,1.77192717563018,2.11275922545303,1.91683534987573,1.95364430223692,2.13906191605092,1.68716783628218,1.38864255357808,1.89208517594925,1.32519221940399,1.88923289255428,1.84327896472813,1.88830153056644,1.27715805623441,1.69981426646214,1.59039022136539,1.38683786945299,1.83381722439881,2.07807189139339,1.79316116167085,1.50286891534182,2.18862657303914,1.75374475274788,1.6727844764323,1.62915900321591,2.26279067834626,1.38435276943751,1.86612475026244,1.25896992324783,1.84847561974302,2.18326724613699,1.45233477683102,1.50388255133965,0.416236004082666,NA,0.660561604415726,NA,0.670644330186879,NA
isogroup269861,1.45262049434021,2.18532102227983,1.97973087881234,1.88786272640563,1.33165141684144,1.43318114037282,1.95864431897558,1.76275399542933,1.34509799453716,1.55551803170407,1.6829118615128,1.99555446411272,1.73470942764445,1.27943260498686,1.47923558340462,2.26612181891156,1.23381672966011,1.22424223372055,1.88202849720234,1.93883347505016,1.56974828567832,1.62115005686909,1.82758511396183,1.47728277157337,1.0966841000679,1.35415288635066,1.16764679574765,1.42371074484228,2.02438267371577,1.50821311528602,1.26817781771618,2.18083218901664,1.8960148921688,1.55651680655624,1.41664252611752,1.75443421564654,1.54131417040937,1.33218089657785,1.36654155459112,1.60478075979088,0.154047056735253,NA,0.446842779536707,NA,0.456915641504806,NA
isogroup270917,1.8209462675895,1.49841490507628,1.13554686864233,1.69516075642842,1.73736594686936,2.17104383900853,2.01666272722224,1.82348471824367,1.90958948126496,1.43997533704021,1.58132628527589,1.24663281680599,1.52859155272623,2.08362726889694,2.12504198083223,1.54270094287953,1.50836644112101,1.74193375364213,1.93625827611109,1.59968518044944,2.38617528879713,1.68297132060005,1.57256720153243,1.54068240482639,1.51256008106947,1.56224650000202,1.23594316544506,2.04686970032904,2.26663013527523,1.39677854273169,1.80209788878499,1.8879997301157,1.25294998894118,1.91677812290688,1.84849682853188,1.24122773812672,1.46575253588083,1.3978885083806,2.08713950836402,2.01142061928014,0.0419586620294037,NA,0.307717533397435,NA,0.233997837806616,NA
isogroup271159,1.46772872516033,1.77826399949471,1.26436313457332,1.20244991776141,1.52477041049738,1.44645527780646,1.41632190267437,1.11425025992643,1.86451442861032,2.19255138247791,1.85545170182043,2.11990488525847,1.48455531706471,1.62467418165424,1.65751794694149,1.23387580927944,1.64862251516465,1.40223182626463,0.96008244802054,1.40150753457822,1.40150003565179,1.78714964555722,1.69009980161535,2.42976934862393,1.91271420590499,2.02518981725064,1.37718908893162,1.43837510895155,2.6240119913886,1.52414839238759,2.25869724891534,1.84612725720636,1.91416924116024,1.5696102554458,1.43337811508166,1.19346372689245,1.42238121204822,1.84646846643774,1.38245418797402,1.79936116640684,0.683873536543688,NA,0.214658097629527,NA,0.397860266791143,NA
isogroup271921,1.68190020921198,1.58947426836894,2.04607607946154,2.27072946826915,1.21856215720619,1.75481543756785,1.90009279326459,1.52607261338468,1.91817140576789,2.1053594351209,2.05263956484486,1.82667808314409,1.53659778553066,2.21184624277478,1.71223559272312,1.13949524769681,1.31494219561593,1.45724545693969,1.17865957356296,1.60792414084833,1.64516365305938,1.53265168190424,1.58146494702549,1.37739999830332,2.32461952976627,2.07164416712136,1.61697167274267,1.79363096827157,2.08642372076219,1.74536463649841,1.16074103589202,1.62088140224693,2.11709968531228,2.10022883116181,1.68231816610171,1.40729850218066,1.47355533186266,1.89985540053505,1.62306720188027,1.85661563628982,0.208769669757215,NA,0.782826414943802,NA,0.281288509473925,NA
isogroup34659,1.47714341144911,2.09741150542394,1.59687718956875,2.02397235126718,1.53409262071661,1.71363346940101,1.723081462578,1.12558364393785,2.15281079626883,1.75178182045802,1.3643344240058,1.65540943919682,1.98791102035769,1.91924941884385,1.66591989727335,2.03829673762781,2.00541169989445,1.96300677390854,1.13475412413768,1.41107503745552,1.41172021307756,1.31425448981274,1.69845618647041,1.81446105873279,1.9193160026385,1.79541665764789,1.56823432090392,1.60385307910708,1.45866574760243,1.35670882443992,1.46162292908654,1.42267724062986,1.92150231266031,1.57728733862818,1.24241735442828,2.30896025816001,1.13831625847732,1.53469976406276,1.90201342275076,1.24178323384982,0.356639140439504,NA,0.872496908938139,NA,0.403953103337,NA
isogroup43575,1.61185048427413,1.96295735498816,1.24924989297746,1.49810862054897,1.82909887361918,2.11892347995204,2.07766921193259,2.15424227390617,1.52379027920283,1.72656361202407,1.98393411975289,1.76240038895569,1.60726169466227,2.0260079999373,1.47880320786885,1.7205565560724,1.63104890672515,1.38731541713285,2.33652927085129,1.53973274733958,1.38464830616597,1.10370916055395,1.67368223701593,1.47684287573541,1.75765810471297,1.50309670923074,1.71200616333432,1.25486490429276,1.13659039385757,1.14019498002705,1.43670271101409,1.23255258932077,1.5639637940655,1.66605916511028,1.60561335379275,1.48733225269712,1.11407649077231,1.82983062005274,1.87762899191437,1.41539877448668,0.83253105130727,NA,0.492180633417969,NA,0.343336070879901,NA
isogroup51462,1.81344766410835,1.57725314621181,1.77034873473,1.40153259177765,1.38896079622702,1.34008121280807,1.60857437337336,1.66803782309731,2.04663785971373,1.23738210743012,1.39615339188535,1.39742752632113,1.52124904971116,2.07649522069303,1.84625014681262,2.15111820299361,1.49955990635714,1.73461276833026,1.82225254018193,1.59216626155428,2.24828713509094,1.67523734972661,1.56444952508155,2.11506747432249,1.66273446625635,1.94385898483175,2.20858145916239,1.47763067095799,1.34312812048259,1.56444484474242,1.64838990774956,1.74767786220837,1.62187876836229,1.91048204007266,1.47673914539865,1.3914648279659,1.45856117519971,2.4035103111131,1.60575411204125,1.83933878623243,0.82477184722485,NA,0.428429873947258,NA,0.559763470242887,NA
isogroup113514,1.70534039676483,1.96761919384945,2.18325449774451,1.44142221773875,2.19623687710969,1.52061928511098,1.64759416974911,1.70769674533712,1.44669227840915,1.82378884586508,1.61524305072152,1.84762521930044,1.69407355934464,1.70227653471817,1.57620807473642,1.68992575938247,1.73447176681627,2.0255175460812,1.85625884842772,1.31941696051342,1.67053593293772,1.71497638784449,1.43202063834677,1.57417503176881,2.23150817713826,1.44613349925026,1.9642658920542,1.94987438189866,1.65602346628767,1.76914273246422,1.83265923789371,1.78526705458051,1.83373546315346,1.63708213175776,1.8820600014396,1.84009534905896,1.96816849548217,1.9225497712824,1.64827881172736,1.7071015348775,0.926726048709306,NA,0.294596417000705,NA,0.230294152354763,NA
isogroup114924,1.18399463929909,1.67680440747457,1.92927103012854,1.96072501634861,1.7558822810743,1.63962007543205,1.63390547324804,1.84110984686392,1.92768586438617,1.26694745942587,2.19576134899691,2.17304300654525,1.68121419772773,1.83524014396061,2.37877030945986,1.43174634691609,1.71925759434964,1.46703331545606,1.95166990510812,1.30424057142974,1.82612497021984,1.54267607168885,1.75518333490376,2.00872930233621,1.53121115471449,1.57970127270059,1.95094153892331,1.33810334834348,1.99206312461323,1.41648246887109,2.0825342558959,1.47816974585327,2.12641166043525,1.83556418021852,2.03117767016916,1.41693916120415,1.61339508323195,1.75657056312826,1.80145816188988,1.30590963222255,0.739692154538932,NA,0.925504461299971,NA,0.64294041997465,NA
isogroup118547,1.93011015470834,2.04302140864034,1.45203133731481,1.06086571945663,1.18259440561182,2.31183670676435,1.73156138456507,1.93279219724481,1.38252900135371,1.59146988390884,1.55220251097581,1.37993398377178,1.63842888341794,1.48476342363196,1.51432529777577,1.63746369036813,2.01316247575277,1.71487578888416,1.29876617932233,2.08276040859707,1.60588071484121,1.8030222236999,2.13496904991483,1.67292255433984,1.31662236131131,1.80324208736925,1.57831255462573,1.75775921960849,1.72535903944049,1.54360601955399,2.15402631930876,1.72778985532439,1.77063324590687,1.21664837208939,1.45479771559149,1.90435530250493,1.30260512867881,1.7089860680647,2.19164426632327,1.25497902517045,0.975404417261641,NA,0.624751001292546,NA,0.572950646925422,NA
isogroup118961,1.50778396497755,1.49312512850365,1.77032744486708,1.55014669312936,2.02568465023771,2.0674433813739,1.45589314268147,1.81588062904323,1.40342593804054,1.94096198536154,1.57351281185656,2.04437463463502,2.11813205075418,1.81006516781717,1.98621913316153,1.87153619682763,1.86945360135103,2.10553625888804,2.37920937830056,1.27834267409969,1.62792993429876,1.16334042451199,1.38901887373766,1.17632435996167,1.33584527111046,2.05658634597593,1.92468829742514,1.77796472795009,1.74408024945898,1.20091163704537,1.32421307306568,1.60534348913734,1.24485519377745,1.91007402075255,1.47718107622876,1.80424513793568,1.45917848658491,2.16011890228353,2.07901391158401,1.27643869069376,0.731989667008667,NA,0.632666701132756,NA,0.900647287046396,NA
isogroup156987,1.79328540930785,1.64188837595267,1.60556251381902,1.52983995722217,1.54328100705036,2.14734662311347,1.7317135088135,2.06390836058437,1.38023526851404,1.76120269354537,2.15164393571541,1.91368707610167,1.88466813787471,1.48329236451307,1.51313574348069,1.51728782119878,1.84731689121137,1.08125264960053,2.19854088189156,1.41958899583331,2.0880596379069,1.49459917122951,1.54266106740765,1.33795279206707,1.13084911113525,1.80385338687028,1.74645246109195,1.45656882678586,1.32312483594878,1.70762156063935,1.30162831907584,1.72792104792454,1.5995869024949,1.34295772214218,1.98311042412535,2.01856301771665,1.57108574266884,2.1412377724593,1.58360559209315,1.45261504007319,0.611235208124805,NA,0.732949138482118,NA,0.844735198734269,NA
isogroup167090,1.13158882703253,1.92261848809684,1.74832594636836,1.52817317176751,1.36478234714281,1.83625640536006,1.58643557319255,1.79356275822483,1.55683022842305,1.75892107416394,1.71505318828186,2.02422589726886,1.49996297036417,1.48154241847756,1.51129768224213,1.63535418056674,1.66548130459176,1.41876016403289,2.19561532819472,1.2547470606888,1.60325287790354,1.94026380203927,2.00263161478697,1.67067234323119,1.64006524081095,1.80168306172994,1.90158989514074,1.89146219141295,2.48570523970089,1.54073391055433,2.15660901256092,1.26518565367507,1.41436296267207,1.20811423846883,1.45137806369552,1.36969434860259,1.56945441086696,1.86066175934102,1.40032561121224,1.63885266326018,0.782255851300238,NA,0.45307735765139,NA,0.623475592608023,NA
isogroup177326,1.83362170577627,1.88903628102929,2.04938561408245,1.70769825610977,2.04567786156917,2.08475271528694,1.31390312494442,1.68919316815847,1.42652113776516,1.63585348048676,1.91322760503562,1.41907557400266,1.54183119972734,1.52673243824526,1.71714428382533,1.78479219958519,1.71398393585027,1.75451236491362,1.60477298923559,1.46218867703944,1.82089879066705,1.84402015504215,1.75023763279836,1.86412887653054,1.35834259044848,1.96196712416697,1.94558957676296,1.93246532534763,1.36455866934694,1.58693611008683,1.3466116256356,2.02355040788234,1.81438318087849,1.62116292460261,1.68770947615596,2.35053926938384,1.95231654326759,1.5881892116535,1.62849909018155,1.50022042467112,0.351370011150689,NA,0.853962249316124,NA,0.402106763100466,NA
isogroup185688,1.97035212840804,1.74878499914842,1.92397634172446,1.70748111972342,1.41233795274217,1.50311628988305,2.25248192210921,1.6889640237094,1.603087007835,1.63561517465787,1.91295635142686,1.83047577043563,1.67671685407066,1.52652697671933,1.71690738399122,1.88873929035484,1.71372428105859,1.88561650445228,1.60458681547783,1.61279739995624,1.27340642443147,2.23075281057992,2.04456653424035,1.38332848532776,1.83012901662813,1.42770317754676,1.62217477162213,2.05782919440753,1.76258553410287,1.74998661198814,2.07684621161266,2.34982772696117,1.4629379893304,1.72931683073115,1.5007469748555,1.4129202608236,1.47878356307431,1.9038514166572,1.62826288720082,1.30087892116832,0.180584279110447,NA,0.577695896393952,NA,0.382828385041854,NA
isogroup199086,1.8477391537202,1.90009443232978,2.06347372176153,1.72087586897786,2.06040846324678,1.64813254898659,1.64302962611372,1.54562003034764,1.2521576068235,2.12410768811631,1.6103085428462,1.96376175343906,1.55464407419636,1.37224478581691,1.3995606455701,1.3039525240381,1.72963797019401,1.76804463636458,2.32897926687613,2.34643568618872,1.48344192818798,2.24570609658324,1.60144476807807,1.56918324743106,1.37229233173806,1.11234678332714,2.1062841630821,1.66780515599831,1.77561415853379,2.05957801500367,2.09139906350264,2.03747747882919,1.65975844508077,1.39315808968755,2.04102354764157,1.26889005301216,1.96527890649344,1.60270459822044,1.96796927069052,1.70225357066591,0.786050082605316,NA,0.794696660606223,NA,0.981817739043496,NA
isogroup203377,1.51274492373019,1.21000242018548,1.31069648202544,1.69286774010515,1.57061468815309,1.48777552532814,1.29641435376007,1.67330194568676,2.05176121588571,1.24339699534739,1.57873831459674,2.04961546588383,1.66213613205925,1.81526711138505,1.8514192412097,1.54050944380841,1.69647806858842,1.44636454950206,1.71235945839945,2.21842842960938,1.96450027633547,1.52141261661752,2.03044062385621,1.36577878575637,2.08143626209883,1.41140357472172,1.93025009747813,1.91825251830229,1.86523243747336,1.88738578355094,1.79972999148975,1.61020070333513,2.24508550099649,1.71619438111027,1.67033166878208,1.5437933010831,1.93960112075258,1.88889510376211,1.43079314610077,1.66946945035762,0.953932973921392,NA,0.49260389751858,NA,0.429435078880418,NA
isogroup204553,1.86769874267991,1.44581299926649,2.08225172000376,1.60317374171532,1.44936598048604,1.53501893935082,1.66313528110055,2.00709409954626,1.95769879896984,1.99778153816387,1.63198972530227,1.59860997363695,1.95253672527078,1.86434914354695,1.42158368702256,1.58546723349079,1.75238846312648,1.78751775273739,1.87068723962717,1.49610407939255,1.68782622478166,1.57344164508317,1.93762563615856,2.03751427206707,1.86441279291051,1.6083537784631,2.12642729027412,1.68808318822425,1.53839025249466,1.62304527400707,2.2287673000893,1.65954087856485,1.85089065544867,1.53509015530941,2.21418942551039,2.19027904797306,1.64043837527092,2.21379925197166,1.29516024081782,2.06116153050827,0.0536906205107778,NA,0.120533596565303,NA,0.624895257380191,NA
isogroup211205,1.66244063011829,1.73097150385532,1.30199121104985,1.3984903457184,1.87953108069824,1.96265112533382,1.45217265545124,1.50617583122556,1.57731324996304,1.6095822334131,1.56978256786619,1.92909434967045,1.65423477700839,2.07317645276108,2.35223655706415,1.86891787848087,1.86594903146682,1.43795667131583,2.12266298860705,2.2105772952406,1.62418063150669,1.34196178866294,1.72541356072695,1.84050984964995,1.94459949033029,1.0724507491651,1.76446388402952,1.47442888807699,1.34021048535574,1.8787702668346,1.64515465128295,1.60189216886789,1.61838157699028,1.22542463385771,1.83672684558925,1.80127683590411,1.70966989734312,1.72678578751619,1.60228958025257,1.66012670213587,0.416313060657072,NA,0.570100047485476,NA,0.767389386201708,NA
isogroup217545,1.50161419888769,1.72914457744924,2.02549668407211,2.15144639024557,1.55916776356595,1.73511488262211,2.43052003248991,1.15142393036289,2.42110576122225,1.60699407569186,1.39016724976558,1.92683787812462,1.3701345155144,1.65699600103848,1.35606875603767,1.86680038428883,1.68432700484906,1.43559215361385,1.58021903469438,1.43486240957948,1.62157323698573,1.66951947683023,1.55854453953134,1.83807596030789,1.14766854958133,1.81745581892932,1.76192449597756,1.30529313964329,1.1844191978806,1.72291346094536,1.64275122547107,2.42537620126532,1.43305985296787,2.24038510233654,1.6583291085827,2.23608522321432,1.58483097629777,1.72428929405155,1.59971101836649,1.2693771345908,0.0588489452322641,NA,0.792917272046976,NA,0.0211579227416534,NA
isogroup223470,1.97098509864422,2.01736574785541,1.79015912143415,1.56950679166243,1.90345994139608,1.98350377072138,1.62876165525207,1.36124515383536,1.76805109397394,1.96217914956859,1.75961793359227,1.56499610227328,1.6763635293073,2.21575532835553,2.37435795069066,1.42684034020182,1.71348385729028,1.75419832724182,1.60395828021431,1.61223602858205,1.2721400106572,2.45222011737773,1.22307528331395,1.38216984108468,1.1759660253892,1.57462646601707,1.44228408943059,2.3917061714779,2.18646986167101,1.58611688793262,1.81460715117523,1.30937228606357,1.81416892746289,1.24704248872558,1.86225352702001,1.41168492849659,2.05370854387546,2.04702362407332,1.627794616321,1.49923621280199,0.51015705053288,NA,0.0123995804661543,NA,0.00106022225008646,NA
isogroup227471,1.68397207374003,2.07496306014301,1.64403385222602,1.26140344970371,1.40896314753922,1.87248622638921,2.35420788818556,1.68631560781642,1.91999216035053,1.25847694297144,2.05424572604381,2.26548870987142,1.80072052604973,1.82780779816841,1.71429544668007,1.42500607768941,1.71086105462688,1.45957672436555,1.94504780474711,2.12111465539407,1.46479047233105,1.53494411791394,2.17605722306791,1.37991077787041,1.9650004709692,1.83944225693067,1.24816696253358,1.65113134992,1.36104927790941,1.40839940273211,1.81222086800175,1.30728486220559,1.45962694728182,1.72715808657181,2.17598631059537,1.94038644798671,1.60658437109117,1.22176059053956,2.09724744871946,2.02211804492228,0.0764774141685644,NA,0.877119102656057,NA,0.0769373640390383,NA
isogroup245471,1.69759905097458,1.00560438954825,1.93572106390284,1.84660323184061,1.23528851477514,1.05314919660545,2.15640116147991,1.69996253370586,1.6143325021862,1.81633452299329,1.4302906528665,1.5754538543175,2.04329583005709,1.84158107713576,1.39540770641399,1.79459020997092,2.22699857755602,1.31004570431013,1.85046135544839,1.30937476160109,1.99243771037007,1.85540321714554,1.59778792767899,1.56548365931505,1.69458423284559,2.19286450436199,2.10404399141788,2.07024388887131,1.37290285269301,1.59778317066175,1.82587464751073,1.77832439124605,1.47418102402957,2.4155822433643,2.59329736153818,2.06581246270317,1.48753820371783,1.91601009569131,1.96528350812261,1.31223467220586,0.00690972213537889,NA,0.578736027641889,NA,0.000581285322943329,NA
isogroup264895,1.37002869746508,1.89654966193428,1.65612380142114,1.57912030423397,2.05567786356715,1.76760984304436,1.91331338347427,1.37194550367279,1.77824004746741,1.97212610567829,2.06635669831156,1.95942894730879,1.93008256045315,1.3675351101485,2.01583534469303,1.43609539630688,2.06869305900019,1.62277469603816,1.48272655631476,1.62196510216945,1.2837071490921,1.8535877851227,2.42911868961198,1.87380057256703,1.53607724768931,1.72206383822664,1.63232621158339,1.94193231580166,1.99609052026915,2.0548489265833,1.17665914198095,1.48294360207684,1.6547883673273,1.51315986491924,1.69804307684477,1.95146835735621,1.61769037474464,1.59788475541084,1.80635092849891,1.87177985815792,0.805526447608018,NA,0.823119101146686,NA,0.613119149150784,NA
isogroup267099,1.41537518548729,1.80828146546721,1.68416564208198,1.97145027283187,1.79361131153939,1.39887010260803,1.01916520023836,2.12173922710019,1.48604091187732,1.33271835138731,1.4787811354755,1.59926984407972,1.28811669475018,1.41272365186173,1.75797419532831,1.98938631634118,1.7732487637461,1.00840840024958,1.50399789118483,1.35080235795255,1.53119241067999,1.58539694095627,1.63723068765505,1.07691224541736,1.57329000671571,1.6093068912982,1.3214495138094,1.69160810391881,1.99589172045244,1.79287093600851,1.40021179219665,1.79710932527068,1.14205662111039,1.0002102680837,1.56661095583324,1.59244684879927,1.63281730500249,1.93968462012082,1.5101093830655,1.91063374442719,0.213674275889072,NA,0.39884430044305,NA,0.629049285043604,NA
