,FR_FR,FR_BR,NS_FR,BR_FR,FR_NS,FR_BR,NS_FR,FR_BR,BR_NS,NS_NS,BR_BR,NS_FR,NS_FR,NS_NS,FR_FR,BR_BR,BR_NS,FR_FR,BR_FR,BR_BR,FR_BR,NS_BR,BR_BR,FR_FR,BR_FR,BR_FR,BR_NS,FR_BR,FR_BR,FR_FR,NS_BR,BR_FR,NS_BR,BR_BR,BR_FR,NS_BR,FR_FR,NS_NS,BR_BR,NS_NS,pval.Source1,padj.Source1,pval.Source2,padj.Source2,pval.Source3,padj.Source3
isogroup274333,1.53335450216487,1.476240436674,1.33705250846018,1.56378990311056,1.75108983867957,1.21248843915375,2.00749467541861,1.53557878704977,1.44075085017052,1.47129111980314,1.90767919079636,1.41824848656608,1.0858167576495,1.53046209041682,1.56212363862008,2.04331835145281,1.34900949644237,1.3084756064741,1.18742597943446,1.30778059357415,1.48509498623884,1.20471784500249,1.42536310714244,1.56001075785958,1.36873854652682,1.70120221873474,1.27441329107939,1.50217017372573,1.36165975256976,1.05239472482565,1.35638508861955,2.00305549500403,1.09312681232013,1.24231132884866,1.69961576911339,1.41202576424685,1.9242147809395,2.16272714856797,1.27941427725391,1.86654028341316,0.859147475188624,NA,0.63603694508044,NA,0.763917813322396,NA
isogroup275262,1.51306664476587,1.82566081614315,1.76038758299482,1.79885167965159,1.2248752583995,1.34021567772213,1.13424329809676,1.51526619386357,1.41971015787131,1.26403332619891,1.23151133886765,1.67111009299216,1.76557305331615,1.80124660665976,1.54151740680099,1.39962915317231,1.11845699770055,1.72377210127908,1.31316596977178,1.44361281992358,1.075534090536,1.81527760465635,1.03152606208582,1.00908951535904,1.93238545979384,1.40831268378358,1.43741301807196,1.32334977925917,1.60623194322836,2.13911034307702,1.33641508071316,1.73715170836674,1.27119428210684,1.4708098557417,1.49783693233473,1.39312000328084,1.57610007586185,1.22537963224135,1.44305617362133,1.3050147187479,0.961008470665004,NA,0.614190276863011,NA,0.625936896846473,NA
isogroup33405,1.79965222408601,1.61413438517838,1.6175628238618,2.01755072306633,1.21807519581665,1.18809601336963,1.12748137945537,1.17233598042941,1.74255211737978,1.05814643610525,1.57581284469195,1.53452699451265,1.50989665508877,2.05063390271641,1.19312602330315,1.62994856955589,1.31975252773484,2.07376765594784,1.16336116569532,1.7178967409762,1.26906186748818,1.17772809586663,1.02426873249883,1.83090280984089,1.16835854531456,1.54434580255996,1.04888810885717,1.31704965844323,1.33747753048625,1.21755945764173,1.64066873057552,1.29315926653413,1.62675522290353,1.57679626079001,1.29882649790009,2.00335769049409,1.44571816216413,2.00880959690125,1.25126261340187,1.09287743291223,0.377225461235773,NA,0.328600049241265,NA,0.949173961097083,NA
isogroup35596,1.5205818295015,1.28988585100392,1.76797731455747,1.5516859043481,1.41279608752283,1.72806439792931,0.960748179901284,1.67399270310505,1.24540193421584,1.27190680078783,1.4204009259201,1.40627289215995,1.52234647397038,1.80898134729543,1.98003761945106,1.13586596479873,1.53035395787128,1.45157957014406,1.17616734002622,1.59546192314768,1.47148296978857,1.00461305950469,1.4122093482403,1.54705776919975,1.35602461317218,1.812249083698,1.26097380322477,1.33063615984745,2.04528074789493,1.23200209640139,1.92310188784435,1.60877219172844,1.46604233883483,2.05091278016713,1.5059834033734,1.08767807529328,1.91209441149886,1.23302853969476,1.45093863973702,1.10831197433278,0.203544002562176,NA,0.529993338455026,NA,0.457624174761836,NA
isogroup45216,2.07569683103088,0.981831467937907,1.33045508531891,1.55816955223716,1.74550753897182,1.48883393590133,0.965487010373965,1.19212288509935,1.91211222363968,2.09480226440118,1.75491520360144,1.41213656207855,0.905981521589172,1.18803986066856,2.11430064656762,1.75522231663654,1.53770535036497,1.45778282617955,2.01162036416103,1.13389843899373,1.2903305878109,1.53636744736913,1.41875097745508,1.70801732372612,1.52443566183839,1.56344612887403,1.78578669113763,1.16538580303503,1.49225984659589,1.74477691281466,1.66078040333456,1.46933241290845,1.28555086742643,1.23603253168021,1.11522765432854,1.5467744758927,1.46373208176937,1.23907877721427,1.27226110324884,1.51236769876124,0.129601735425378,NA,0.136786335454563,NA,0.914022832791405,NA
isogroup51392,1.54391663821387,1.56546461533282,1.79056223945519,1.57370201763389,1.43706739119298,1.06620586331164,1.8980453014672,1.38419353994423,1.4519273503637,1.48260117150811,1.2639389319243,1.42842035542781,1.25647572509423,2.20036777021019,1.72627384333786,1.42681206931573,2.0689044126501,1.99722657252402,1.59928542665428,1.31841110536829,1.67146302446769,1.21598567375528,1.43647356588993,1.40627393415332,1.3796126940415,1.94942865344322,1.2860280322726,1.51262382702971,1.37164906168012,1.25664252668026,1.19542193037642,1.329616447374,1.49095954090357,1.37888823029529,1.53138960626251,1.56228166820064,1.72088386167233,1.25768358012509,1.47567200556207,1.70987893407603,0.911027097583147,NA,0.809814421823903,NA,0.709789493868394,NA
isogroup81118,1.22030628060917,1.11661460664905,1.66365485776726,1.44324673781292,1.2690227038893,1.51426804247546,1.17610494961311,1.84831099791972,2.20424632970158,1.66724303673287,1.78187164596273,1.83254551181064,2.02319228494705,1.55192447276816,1.41954300869112,1.30665701736377,1.37344106424031,1.33009594883309,1.35122353998301,1.48409759791007,1.68287207165722,1.71531745470247,1.61544494022165,1.73466572294343,1.39085184874679,1.29669975590417,1.10187075789469,1.67105088369391,1.64436954053575,1.77166517034236,1.20696267645569,1.64173490267363,1.50269286531793,1.38857935112255,1.35193725833759,1.82483906153315,1.48904831909788,1.61676473384014,1.48733489404327,1.54249567532999,0.354171053709008,NA,0.232186474608776,NA,0.803891371739143,NA
isogroup94607,2.0587408510299,1.28226957703457,0.961873397831484,1.91354415980211,1.5715687775504,1.47427373407738,1.74012580745244,1.17639054160566,1.58794692094827,1.4478100628482,1.22891861473695,1.67002249412268,1.51371272325634,1.1723577082468,1.37450540732638,2.0241814746926,1.52013062418752,1.44245686175702,1.44497833578606,1.28604054061639,1.46146355697621,1.18179897485047,1.40237790661678,2.21145598495576,1.50849105405019,1.68058019319427,1.0531796108989,0.966519959524099,1.19461021016604,1.40237352829882,1.16158718308113,1.73620874601987,1.45604088052717,1.58038009663211,1.49584667337442,1.39107868430831,1.80168173728217,1.40353884620977,1.2555542312451,1.49504533514113,0.344008528775392,NA,0.205430242130356,NA,0.75021312891194,NA
isogroup116753,1.69735985421866,1.31069634302619,1.35135299463128,1.57651959623018,1.26105078450443,1.63342347929219,1.7733438070942,1.69979672786058,1.45537713841852,1.4860312747782,1.77361152587781,1.82483509187006,1.67597375293898,2.08707180663825,1.2356101572213,1.1607055558119,1.55946552443679,1.88139936864061,1.34438688679453,1.88044532154358,1.11355383795576,1.55612352750737,1.6073346927344,1.86917360966729,1.02517507614,1.440820260498,1.28988388489921,1.51574658418536,1.37497642739199,1.26052479386406,1.37073951560044,1.89579166473858,1.1094528234609,1.71441987208574,1.34346045065512,1.5651158738318,1.34852431586098,1.91064363008765,1.47910609973332,1.34275385205519,0.367696346390362,NA,0.471237586453085,NA,0.821285465222701,NA
isogroup118724,1.35023880963042,1.61801794769912,1.47488181895945,1.25100930386478,1.57265940585206,1.47535349898986,1.45841112330809,1.35222043887859,1.58902827594672,1.06417186309575,1.88623808605307,1.6708286024591,1.51475131598022,1.50956929746684,1.00915099708463,1.63440346078206,1.52138407810041,1.84967544791592,1.570962215292,1.44288541499062,1.63826338288513,1.94747516153221,1.4036894454947,1.83580277436503,0.987728433891997,1.40753219197372,1.25212299453046,1.32241332057538,1.60585439407937,1.57200096954788,0.978377874235338,1.13033225627663,1.45732069590593,1.47020196625137,1.30473235557019,1.78595723416197,1.57567477223415,1.57330296544738,1.05909887536078,1.67615534404973,0.97810705660058,NA,0.284740953423681,NA,0.270192010782088,NA
isogroup119805,1.85111970248505,1.2294798770306,1.8065063421015,2.06105168567072,1.45667299598895,1.52118082737653,2.23659489989298,1.71431420205554,1.10007258193003,1.31842246541023,1.93329635402251,1.44651360269046,1.2764773709354,1.39909424341252,1.25318374545723,1.03277112122637,1.38242989595497,1.63581294261328,1.73107319556617,1.49154534653534,1.69007577300975,1.72185702738596,1.62271439657921,1.2515084382241,1.97676780482624,1.84888027771955,2.10329190104109,1.20548145983257,1.65064813275383,1.62270942412713,1.69374196546347,1.00848885177898,1.6838715161609,1.13814564343415,1.15870752995647,1.4402730309121,1.36343403879251,1.2790540579402,1.97439904237953,1.36027896565011,0.414238929326935,NA,0.957588956144761,NA,0.342004267110319,NA
isogroup123016,1.53768913828489,1.47963772792898,1.64707080408338,1.56782001487487,1.4306108569925,1.21703966608782,0.978287028830479,1.20414667209261,1.77337864591423,1.64933725085964,1.25738772263217,1.81690146080866,1.66769981642804,1.68532247354014,1.71998831777623,2.04615554694628,1.54919622757862,1.31305704573478,1.46899772795309,1.3123617174649,1.30249855965985,1.02267370729752,1.25012462356929,1.2236019334073,1.53485020471627,1.27990997065492,1.63517928767769,1.65442444060258,1.50195299311237,2.16429230834358,1.52114927089978,1.32352846383571,1.29770918958183,1.6029476969834,1.7040776359163,1.68712503679326,1.3395228028665,1.75590112128653,1.80257419947486,1.33207653647568,0.90444009588718,NA,0.686350878102083,NA,0.579550193429364,NA
isogroup153062,1.79487456868806,2.00062706046905,1.13389200662643,1.23946708725418,1.01742195189769,1.32850157159425,1.44750902869847,1.65569989910224,1.73729474222769,1.43720773455049,2.01455869763259,1.23561511654899,1.63482314752624,1.65016121896912,1.18634733823226,1.38867851664069,1.86513449802925,1.57827632791629,1.30140991460177,1.57745107349181,1.26225112385789,1.34664972718479,1.21077908494569,1.52781787373051,1.49865903700274,1.67179991584226,1.23954362124669,1.61957519942213,1.71561782349312,1.7185740222088,1.1507989025457,1.85494721080566,1.2575460785101,0.928906384127709,1.66576377594662,0.892543399063441,1.44032769831349,1.21179467581897,1.4304049944791,1.29129958250143,0.0392056290079414,NA,0.0726087668583185,NA,0.705137494411354,NA
isogroup162234,1.36923655086898,1.55608790268858,2.02831741406359,1.56207983601492,1.24345243328386,1.05329396414823,1.62321643920441,1.9583914607351,1.43870244295672,2.23025045766992,1.25018946067481,1.68903884214971,1.24397342168452,1.528599967513,1.21810534260962,2.12669066282319,1.54236206423626,1.74222056971335,1.70522873769894,0.959590870993226,1.2952547095689,1.01502689999131,1.59166964495848,1.39323579128562,1.82049473907912,1.56735571787823,1.93977915680138,1.17023730112821,1.49618441880481,1.74870511144711,1.35432148256379,1.47354228863423,1.2904708759522,1.10361609879931,1.32549776665794,1.09721179710996,1.8200519420996,1.05084776190048,1.94747003384263,1.32479471037498,0.790282480332622,NA,0.367097609584535,NA,0.510936290748897,NA
isogroup165830,1.36773935251314,1.83947883080471,1.49185733071294,1.92993567789625,1.42223941747283,1.35529854737538,0.969897792181534,1.19577476957582,1.60684956098573,1.8029337623394,1.42988162110167,1.2637769117252,1.08275381828038,1.19170532402009,1.21681844003527,1.95051324608424,1.54037746392631,1.46038924259342,1.32800006148135,1.60423089628194,1.48121509539357,1.20123244965164,1.58970037401003,1.55627432288568,1.67753666355051,1.69755439959855,1.78735542592363,1.78475839087896,1.49459514692855,1.74642138510236,1.35287232271821,1.31554196987522,1.28893378458982,1.23947034293351,1.69554444555364,1.54892879702433,1.70813708287783,1.42281999118939,1.4605695309614,1.69463117861605,0.0876804750187725,NA,0.0271978442357312,NA,0.624038347433146,NA
isogroup170233,1.65369936276744,1.36574425315704,1.30507123051578,1.07599026394096,1.71972931124691,1.32878349362603,1.85958593294484,1.16584290392932,1.02866436030993,1.43757667435044,1.0233838990942,1.52957070332396,1.50491058839441,1.79193898197762,1.96366715445398,1.25782672120786,1.5096859406247,1.57865341071236,1.98896811632213,1.57782780652075,1.62747600348947,1.34697680564064,1.01725849246177,1.36257583616689,1.33636168504603,1.79623567940754,1.91025795529045,1.61996935240056,1.33192203033553,1.21108532985318,1.15107460089253,1.28718357722222,1.44578526405121,1.46088713568951,1.2923435943978,1.6544836780793,1.16096382268418,1.01813014963834,2.19096045673254,1.2916520013748,0.857475260826459,NA,0.834259709529686,NA,0.980886834202399,NA
