gene,pval
isogroup53150,-1.31870864097673
isogroup254727,-1.74548800705028
isogroup246238,0.601335480504933
isogroup258585,-1.89478094469466
isogroup262547,-0.614014839568141
isogroup258255,-0.359178596247075
isogroup259396,-0.0367478617309258
isogroup187148,-0.0515183255557117
isogroup245225,-0.604791387233801
isogroup250791,1.03398478805778
isogroup259826,-0.34352135464915
isogroup263417,3.95758396576295
isogroup249195,-0.406086676162464
isogroup251973,-0.39714475047562
isogroup258199,-0.198574455023272
isogroup257837,3.57705326052119
isogroup249839,-0.0952503971685543
isogroup249950,0.589043307259008
isogroup258205,2.45435835255365
isogroup246604,0.453045062761619
isogroup249297,3.63469349948222
isogroup260409,0.576001096985339
isogroup241659,0.60290449105868
isogroup246939,-0.14707737524077
isogroup247752,0.325311048921181
isogroup256601,1.49053418474925
isogroup256797,-0.384938030808925
isogroup257800,1.37804300832029
isogroup258569,-0.349319055261918
isogroup259478,-2.7077005328562
isogroup226607,-1.68347462874863
isogroup259223,-0.804698716473157
isogroup156481,1.55748692772802
isogroup242325,-0.144698439701125
isogroup251274,0.731686380362358
isogroup263724,-0.353051391231371
isogroup247094,-3.26929244793301
isogroup248845,-4.29405286052174
isogroup257287,0.0774108662427593
isogroup259499,0.995909844172664
isogroup260601,-2.65370789399531
isogroup235065,4.11668498199646
isogroup244496,0.694571438178719
isogroup258404,0.344745237200884
isogroup259000,1.48764625763751
isogroup258755,2.33173787361215
isogroup260257,-0.692721463856685
isogroup233238,-0.521797468489736
isogroup256414,-1.00466827343197
isogroup226674,-0.856241523566868
isogroup239958,0.574580443916762
isogroup252882,-1.25541590339668
isogroup263491,0.245496009475395
isogroup238650,-0.319998423317838
isogroup257041,-0.45925575178081
isogroup249797,-2.72514654067435
isogroup256576,-0.358984641786727
isogroup259851,-0.478812871808238
isogroup263391,-4.09207977808692
isogroup246254,-0.477325493679515
isogroup255554,-1.29815436853334
isogroup261580,0.27496476515556
isogroup261606,-4.82625309348672
isogroup261990,-0.248957083002815
isogroup119743,4.2351398100324
isogroup243759,-1.91723422550248
isogroup257397,1.67652796542755
isogroup261519,-0.14235005911199
isogroup218992,0.321948835948865
isogroup241103,0.382806534343071
isogroup250391,0.729724594872408
isogroup258517,-0.515492178355167
isogroup259885,0.0428918011798906
isogroup261844,1.8061423683628
isogroup262358,-0.192328047427737
isogroup252756,0.328373848789754
isogroup257150,1.06433865745851
isogroup246574,0.837706584459915
isogroup247955,-2.90290757086845
isogroup249359,0.543502055063053
isogroup252307,0.624459608393202
isogroup254711,-0.241309079842997
isogroup256121,-2.42253612595714
isogroup262370,-2.72601857811884
isogroup181962,-0.108869687233362
isogroup244320,-0.154116275572403
isogroup245090,1.53590474131537
isogroup258748,1.58740568266776
isogroup259006,4.33318670402826
isogroup257326,0.179691628548099
isogroup260801,1.60363079465986
isogroup261788,0.676169182484386
isogroup387410,1.50611768427512
isogroup242295,-5.42385665043081
isogroup258700,0.723175596322148
isogroup259690,1.2541395330291
isogroup216208,-0.0217709073245533
isogroup239726,0.166964182890389
isogroup257898,0.214929666454907
isogroup259660,0.323343044409495
isogroup252208,2.57719383274424
isogroup259804,0.745391870129505
isogroup224855,-0.407690630602792
isogroup228996,0.101934283979105
isogroup245830,-5.79942241987232
isogroup247252,0.437861129400164
isogroup249549,-4.04404764552458
isogroup255097,3.2313711651621
isogroup261624,0.31159590827847
isogroup262415,0.643300126463785
isogroup187061,1.34092512284138
isogroup254925,0.819179684570692
isogroup256802,-0.458344566753036
isogroup257973,0.312311343821679
isogroup258458,4.1588260613372
isogroup166736,2.39621430743313
isogroup226059,-1.30446379030165
isogroup261743,0.831162072544105
isogroup240647,-0.858942530078394
isogroup242651,-0.328793126692743
isogroup252767,0.0913580978968706
isogroup258696,-0.341676223770468
isogroup259531,0.425153565509099
isogroup262658,1.33191877235183
isogroup172319,-0.469761053506394
isogroup195752,0.238599029129853
