baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
isogroup130755	2.97626258820548	0.661069753060086	0.40890812289767	1.61667063098553	0.105949396684541	0.999039576844796
isogroup216653	2.94932053855534	0.463521618479013	0.415682285691718	1.11508629170398	0.264813445265821	0.999039576844796
isogroup224701	2.9257213702675	-0.0651478802036107	0.413813206699931	-0.15743306194394	0.874903558668011	0.999039576844796
isogroup226212	2.82787222048975	1.0324778242132	0.40392951170581	2.55608415402234	0.0105857514398427	0.978634821149075
isogroup239490	2.88951973820999	0.279270961914105	0.448490398617676	0.622691060443803	0.53348755839052	0.999039576844796
isogroup246490	2.7511034410884	0.159735142764621	0.393523573994185	0.405909971652628	0.68480875098383	0.999039576844796
isogroup248033	3.02691301592836	0.0511163636705839	0.446532554126988	0.114473991197621	0.908862062864711	0.999039576844796
isogroup251542	2.82218858009308	-0.194554251578528	0.425404314221807	-0.457339629792958	0.647426949231294	0.999039576844796
isogroup255858	2.89389980830161	-0.0417745672109829	0.368171307219456	-0.11346502671943	0.909661888618174	0.999039576844796
isogroup255942	2.98303292718737	-0.0913262384791531	0.436080024880727	-0.209425411090847	0.834116157377255	0.999039576844796
isogroup259091	2.76418071033586	0.273198603449295	0.455074867610949	0.600337709009361	0.548281192403845	0.999039576844796
isogroup202644	2.86603131096222	0.0680709779828317	0.377199920401202	0.180463924569309	0.856788373419283	0.999039576844796
isogroup218142	2.83169656197945	-0.317247463849792	0.358821691523746	-0.884136804836384	0.376622367301904	0.999039576844796
isogroup235300	2.83856729645345	0.555589381206902	0.385087286909826	1.44276219987756	0.149087470801232	0.999039576844796
isogroup235439	2.88697484746934	-0.161419605907604	0.377792640912351	-0.427270381756997	0.669182403020788	0.999039576844796
isogroup244119	2.85414324864368	-0.0549835651408184	0.358858234408304	-0.153218067383843	0.878226310186396	0.999039576844796
isogroup246142	3.10088487036155	0.277720920666933	0.566101462940377	0.490585060890724	0.623719954634696	0.999039576844796
isogroup246957	2.91836382922581	-0.26041316990306	0.425562462046553	-0.611927021595651	0.540586042639769	0.999039576844796
isogroup248993	2.95065698222458	-0.314585635958765	0.552066610717306	-0.569832751794245	0.568791139365118	0.999039576844796
isogroup251810	2.90150290963234	0.260972013626437	0.403580856999162	0.646641209810848	0.517864180378461	0.999039576844796
isogroup252941	2.8634155846835	-0.678278093115617	0.585427253978759	-1.15860354724829	0.24661782231456	0.999039576844796
isogroup253341	2.90749114338319	0.488675034260593	0.399956177917177	1.22182144255261	0.221775157944346	0.999039576844796
isogroup258135	2.8650925936612	-0.0461872990894105	0.398705826135851	-0.115843050343772	0.907776930931399	0.999039576844796
isogroup259104	2.90362948118025	-0.251209662020689	0.368144148865548	-0.682367661674924	0.495006498709565	0.999039576844796
isogroup262798	2.87846782417704	-0.307578571823324	0.359912519569415	-0.854592588752676	0.392776731931567	0.999039576844796
isogroup263412	2.83936852012441	0.279938551916188	0.400371922035967	0.699196263545776	0.484429385356552	0.999039576844796
isogroup47743	2.8418899298424	0.331325150343413	0.39444348096696	0.839981306146029	0.400918868015716	0.999039576844796
isogroup225476	2.94596849232435	0.118132270939795	0.385571655099301	0.306382145516819	0.759313700957926	0.999039576844796
isogroup232254	2.96085681953189	6.77074096945169e-05	0.397885620823209	0.000170168023550168	0.999864225561922	0.99996843005613
isogroup235947	3.00039225499792	0.443044119084907	0.406948946602134	1.08869705348583	0.276287501597106	0.999039576844796
isogroup242182	2.84439880143453	-0.0651006227809955	0.383033968681533	-0.169960442425205	0.865041246335682	0.999039576844796
isogroup246413	2.89858041269232	0.0470228386739446	0.474618273452387	0.0990750700176357	0.921078665926868	0.999039576844796
isogroup246559	2.8899138655283	-0.634676217658083	0.353835090417959	-1.79370626273496	0.0728600651820062	0.999039576844796
isogroup249724	2.71255865481519	-0.0844772918792163	0.418367109896091	-0.201921446215497	0.839978135742792	0.999039576844796
isogroup250211	2.9546715082652	0.318713544831597	0.394475413321673	0.807942736273157	0.419123547826923	0.999039576844796
isogroup250533	2.85692593200754	-0.0772517857034509	0.485231848372781	-0.15920592591462	0.873506635207841	0.999039576844796
isogroup250561	2.95061659174512	-0.206051604527741	0.378868353218112	-0.543860691391974	0.586537340652607	0.999039576844796
isogroup252690	2.99705363807631	0.227427535058272	0.416911592089055	0.545505424588174	0.585405950690766	0.999039576844796
isogroup254121	3.03308869735509	0.0459569099821482	0.39759646391243	0.115586817674189	0.907980010845876	0.999039576844796
isogroup261280	2.97721595861049	-0.196648253735375	0.364190196189437	-0.539960316869943	0.589224399639807	0.999039576844796
isogroup222595	2.91037832725545	0.104422446176597	0.45355848704339	0.230229284997609	0.817913606863839	0.999039576844796
isogroup223524	2.91230745309352	0.555000802826404	0.436191714949839	1.2723781397137	0.203238797272815	0.999039576844796
isogroup234299	2.87069992943984	0.242461917694054	0.38477996532464	0.630131346598278	0.528608652179588	0.999039576844796
isogroup244263	2.96360059907594	-0.228405605064816	0.373236208456093	-0.611959932852242	0.540564267128926	0.999039576844796
isogroup247052	2.91239447419747	0.167100641383128	0.373761829756809	0.447077866383129	0.654818839416264	0.999039576844796
isogroup249788	2.92429255795399	0.0932435246020912	0.386800606824907	0.241063542706126	0.809505868329386	0.999039576844796
isogroup252915	2.87274236469781	0.713736490771379	0.363615437172139	1.96288830947925	0.0496591534623426	0.999039576844796
isogroup253930	2.81746413630338	0.407348539852728	0.438296839836744	0.929389634669636	0.352687197602449	0.999039576844796
isogroup257050	3.05862581880997	0.447433690283716	0.477940787486276	0.936169713903239	0.349185813926428	0.999039576844796
isogroup257453	3.02566145046305	-0.177341036361276	0.369520624170015	-0.479921890042278	0.631282935335141	0.999039576844796
isogroup258025	2.93461444101814	0.715635944591084	0.497645742046712	1.43804293722644	0.150421871710958	0.999039576844796
isogroup260179	2.96423191644862	0.105834093746062	0.379751248551113	0.278693208119412	0.780480275225394	0.999039576844796
isogroup261940	2.98890635965567	0.144555504151765	0.400582466775907	0.360863283196646	0.718201652465999	0.999039576844796
isogroup274057	2.85865575216923	0.657617271608163	0.379508063089001	1.73281501914741	0.0831285524816746	0.999039576844796
isogroup210548	2.95717334461891	-0.0105498743300937	0.442633467394017	-0.0238343349684007	0.9809847524782	0.999039576844796
isogroup211493	2.88874618441379	0.420000536785693	0.422191760405702	0.994809885399224	0.319828737449668	0.999039576844796
isogroup223278	2.86621812377451	0.201947168297045	0.495561061441706	0.407512179648522	0.683631850488337	0.999039576844796
isogroup238702	3.03684613370733	-0.057608150154604	0.465083847232876	-0.123866159827646	0.901421247103603	0.999039576844796
isogroup238967	2.89568470286827	0.263606773858895	0.38652967696431	0.681983272097462	0.495249528376782	0.999039576844796
isogroup241820	2.95078782506637	0.633908039436126	0.442068320855574	1.43395943461696	0.151583839322664	0.999039576844796
isogroup250568	2.8633087368542	0.204877304478852	0.394357911622304	0.519521222830374	0.603397317142147	0.999039576844796
isogroup252958	3.0422132365893	-0.419747422812018	0.391335252697832	-1.07260314504843	0.283449213050382	0.999039576844796
isogroup254158	2.93956750756674	0.145123769840143	0.383849306001845	0.378074852737772	0.705374988861046	0.999039576844796
isogroup259532	2.81546263679366	0.44308283425053	0.377958244830181	1.17230630714144	0.241074100287022	0.999039576844796
isogroup260113	3.13336115108082	0.299152188537748	0.436674113100296	0.685069665370887	0.493299961169618	0.999039576844796
isogroup260261	3.00238017043914	-0.404865637753212	0.39100548332816	-1.03544746817123	0.300459987318731	0.999039576844796
isogroup262123	2.90875825856819	0.394672074266433	0.374900388232562	1.0527385050922	0.292460855942082	0.999039576844796
isogroup262385	2.88959162693493	0.0657809409726768	0.355252577200035	0.185166681945384	0.853098301118555	0.999039576844796
isogroup211389	3.01062736686185	-0.1342746470709	0.40356868795516	-0.332718199103244	0.739347010619289	0.999039576844796
isogroup218978	3.08755790248236	-0.341496907459958	0.373821854823743	-0.913528470990476	0.360964666705824	0.999039576844796
isogroup228527	2.95239168542092	0.189486149030268	0.368731683336973	0.513886269049201	0.607331508033942	0.999039576844796
isogroup232879	2.89195799040326	-0.332575065424913	0.398439708239414	-0.834693577340629	0.403890258797278	0.999039576844796
isogroup235201	2.93389367103285	0.340303804377539	0.391122529839741	0.870069552160483	0.38426239587637	0.999039576844796
isogroup240973	2.99571015482517	0.0787270081208225	0.42520988125266	0.185148585655851	0.853112494473475	0.999039576844796
isogroup241957	3.02441849729303	0.45276892478838	0.441067735052954	1.02652923532033	0.30464219048637	0.999039576844796
isogroup242713	3.10622013526068	-1.18228386455991	0.421339465669559	-2.80601263563365	0.00501587253877151	0.848460784101504
isogroup245840	2.82637831383869	-0.291893292458279	0.405763979120839	-0.719367187522951	0.471914708544641	0.999039576844796
isogroup245989	2.97466343070881	-0.340106578698251	0.344480468711282	-0.987302937581934	0.323494151002947	0.999039576844796
isogroup246974	2.89899469344227	0.912045019666415	0.508921830703192	1.79211219610331	0.0731149956387632	0.999039576844796
isogroup249425	3.00271194030054	0.0730946729620517	0.3917560420809	0.186582120275141	0.851988286508918	0.999039576844796
isogroup250301	2.86716185584414	0.509509408843007	0.545604602578638	0.933843678068261	0.350384535122327	0.999039576844796
isogroup251047	2.99563161777081	-0.195293735404789	0.357659073534316	-0.546033219498489	0.585043102571103	0.999039576844796
